:START_ID,:END_ID,:relation,:TYPE
0,22396,acted_in,acted_in
0,20317,acted_in,acted_in
0,20576,acted_in,acted_in
0,23073,acted_in,acted_in
0,20383,acted_in,acted_in
0,20298,acted_in,acted_in
0,22806,acted_in,acted_in
0,22314,acted_in,acted_in
0,23268,acted_in,acted_in
0,20599,acted_in,acted_in
0,21545,acted_in,acted_in
0,23676,acted_in,acted_in
0,23695,acted_in,acted_in
0,20230,acted_in,acted_in
0,20902,acted_in,acted_in
0,24500,acted_in,acted_in
0,20749,acted_in,acted_in
0,24878,acted_in,acted_in
0,20805,acted_in,acted_in
0,20887,acted_in,acted_in
0,20387,acted_in,acted_in
0,23384,acted_in,acted_in
0,22221,acted_in,acted_in
0,23648,acted_in,acted_in
0,20640,acted_in,acted_in
1,23493,acted_in,acted_in
1,21306,acted_in,acted_in
1,24628,acted_in,acted_in
1,21168,acted_in,acted_in
1,21881,acted_in,acted_in
1,23885,acted_in,acted_in
1,20914,acted_in,acted_in
1,22709,acted_in,acted_in
1,24203,acted_in,acted_in
1,21047,acted_in,acted_in
1,23309,acted_in,acted_in
1,20412,acted_in,acted_in
1,23355,acted_in,acted_in
1,23966,acted_in,acted_in
1,23658,acted_in,acted_in
1,20407,acted_in,acted_in
1,25020,acted_in,acted_in
1,23491,acted_in,acted_in
1,20234,acted_in,acted_in
1,21158,acted_in,acted_in
1,20013,acted_in,acted_in
1,21549,acted_in,acted_in
1,20606,acted_in,acted_in
1,21780,acted_in,acted_in
1,21653,acted_in,acted_in
1,20324,acted_in,acted_in
2,21289,acted_in,acted_in
2,21087,acted_in,acted_in
2,24448,acted_in,acted_in
2,20500,acted_in,acted_in
2,24049,acted_in,acted_in
2,22452,acted_in,acted_in
2,22683,acted_in,acted_in
2,20720,acted_in,acted_in
2,22323,acted_in,acted_in
2,22651,acted_in,acted_in
2,23212,acted_in,acted_in
2,24364,acted_in,acted_in
2,23767,acted_in,acted_in
2,20639,acted_in,acted_in
2,24794,acted_in,acted_in
2,23015,acted_in,acted_in
2,23892,acted_in,acted_in
2,22311,acted_in,acted_in
2,24801,acted_in,acted_in
2,23485,acted_in,acted_in
2,22757,acted_in,acted_in
2,21763,acted_in,acted_in
2,24382,acted_in,acted_in
2,21102,acted_in,acted_in
2,23258,acted_in,acted_in
2,21748,acted_in,acted_in
2,22312,acted_in,acted_in
2,23727,acted_in,acted_in
2,21677,acted_in,acted_in
2,24534,acted_in,acted_in
2,22451,acted_in,acted_in
2,24069,acted_in,acted_in
2,21876,acted_in,acted_in
2,23502,acted_in,acted_in
2,20541,acted_in,acted_in
2,24037,acted_in,acted_in
2,22679,acted_in,acted_in
2,23606,acted_in,acted_in
2,22750,acted_in,acted_in
2,20634,acted_in,acted_in
2,24460,acted_in,acted_in
2,20577,acted_in,acted_in
2,20503,acted_in,acted_in
2,20372,acted_in,acted_in
2,24402,acted_in,acted_in
2,22939,acted_in,acted_in
2,21532,acted_in,acted_in
2,21185,acted_in,acted_in
2,20608,acted_in,acted_in
2,21831,acted_in,acted_in
2,24826,acted_in,acted_in
3,23029,acted_in,acted_in
3,22402,acted_in,acted_in
3,23369,acted_in,acted_in
3,23139,acted_in,acted_in
3,22501,acted_in,acted_in
3,22220,acted_in,acted_in
3,21160,acted_in,acted_in
3,24977,acted_in,acted_in
3,21079,acted_in,acted_in
3,24245,acted_in,acted_in
3,20393,acted_in,acted_in
3,24061,acted_in,acted_in
3,23016,acted_in,acted_in
3,22811,acted_in,acted_in
3,23349,acted_in,acted_in
3,20188,acted_in,acted_in
3,23700,acted_in,acted_in
3,23195,acted_in,acted_in
3,23950,acted_in,acted_in
3,22101,acted_in,acted_in
4,23864,acted_in,acted_in
4,23447,acted_in,acted_in
4,25112,acted_in,acted_in
4,23919,acted_in,acted_in
4,23037,acted_in,acted_in
4,23421,acted_in,acted_in
4,21045,acted_in,acted_in
4,21957,acted_in,acted_in
4,22215,acted_in,acted_in
4,22673,acted_in,acted_in
4,21542,acted_in,acted_in
4,23922,acted_in,acted_in
4,22990,acted_in,acted_in
4,25119,acted_in,acted_in
4,23634,acted_in,acted_in
4,21315,acted_in,acted_in
4,22190,acted_in,acted_in
4,24165,acted_in,acted_in
4,21513,acted_in,acted_in
4,20002,acted_in,acted_in
4,21746,acted_in,acted_in
4,23519,acted_in,acted_in
4,23886,acted_in,acted_in
4,22962,acted_in,acted_in
4,22400,acted_in,acted_in
4,20574,acted_in,acted_in
4,20987,acted_in,acted_in
4,22101,acted_in,acted_in
4,20501,acted_in,acted_in
5,20473,acted_in,acted_in
5,22341,acted_in,acted_in
5,24097,acted_in,acted_in
5,24224,acted_in,acted_in
5,24318,acted_in,acted_in
5,22295,acted_in,acted_in
5,20772,acted_in,acted_in
5,20400,acted_in,acted_in
5,23701,acted_in,acted_in
5,23920,acted_in,acted_in
5,21162,acted_in,acted_in
5,21698,acted_in,acted_in
5,24749,acted_in,acted_in
5,20330,acted_in,acted_in
5,22172,acted_in,acted_in
5,23403,acted_in,acted_in
5,23868,acted_in,acted_in
5,21361,acted_in,acted_in
5,22287,acted_in,acted_in
5,24067,acted_in,acted_in
5,23225,acted_in,acted_in
5,24549,acted_in,acted_in
5,25124,acted_in,acted_in
5,23416,acted_in,acted_in
5,22538,acted_in,acted_in
5,20766,acted_in,acted_in
5,23060,acted_in,acted_in
5,21953,acted_in,acted_in
5,22804,acted_in,acted_in
5,24831,acted_in,acted_in
5,21676,acted_in,acted_in
5,20255,acted_in,acted_in
5,21609,acted_in,acted_in
5,21925,acted_in,acted_in
5,21509,acted_in,acted_in
5,24614,acted_in,acted_in
5,23417,acted_in,acted_in
5,24065,acted_in,acted_in
5,24675,acted_in,acted_in
5,22824,acted_in,acted_in
5,21210,acted_in,acted_in
5,24762,acted_in,acted_in
5,23008,acted_in,acted_in
5,20770,acted_in,acted_in
5,23468,acted_in,acted_in
5,21014,acted_in,acted_in
5,24512,acted_in,acted_in
5,21331,acted_in,acted_in
5,20334,acted_in,acted_in
5,23064,acted_in,acted_in
5,20999,acted_in,acted_in
5,22389,acted_in,acted_in
5,21615,acted_in,acted_in
5,20202,acted_in,acted_in
5,20882,acted_in,acted_in
5,21224,acted_in,acted_in
5,23739,acted_in,acted_in
5,23278,acted_in,acted_in
5,23963,acted_in,acted_in
5,23641,acted_in,acted_in
5,22281,acted_in,acted_in
6,20896,acted_in,acted_in
6,23534,acted_in,acted_in
6,20759,acted_in,acted_in
6,23159,acted_in,acted_in
6,23084,acted_in,acted_in
6,22497,acted_in,acted_in
6,22763,acted_in,acted_in
6,23165,acted_in,acted_in
6,23828,acted_in,acted_in
6,22119,acted_in,acted_in
6,20732,acted_in,acted_in
6,24685,acted_in,acted_in
6,24430,acted_in,acted_in
6,22085,acted_in,acted_in
6,23299,acted_in,acted_in
6,20453,acted_in,acted_in
6,23170,acted_in,acted_in
6,21372,acted_in,acted_in
6,23382,acted_in,acted_in
6,21718,acted_in,acted_in
6,23544,acted_in,acted_in
6,24172,acted_in,acted_in
6,20995,acted_in,acted_in
6,23049,acted_in,acted_in
6,21999,acted_in,acted_in
7,22073,acted_in,acted_in
7,22995,acted_in,acted_in
7,21597,acted_in,acted_in
7,24585,acted_in,acted_in
7,22444,acted_in,acted_in
7,21297,acted_in,acted_in
7,23046,acted_in,acted_in
7,22305,acted_in,acted_in
7,23471,acted_in,acted_in
7,21215,acted_in,acted_in
7,20978,acted_in,acted_in
7,24886,acted_in,acted_in
7,21626,acted_in,acted_in
7,23704,acted_in,acted_in
7,22010,acted_in,acted_in
7,20820,acted_in,acted_in
7,22301,acted_in,acted_in
7,22485,acted_in,acted_in
7,22355,acted_in,acted_in
7,21759,acted_in,acted_in
7,20113,acted_in,acted_in
7,23191,acted_in,acted_in
7,23734,acted_in,acted_in
7,23757,acted_in,acted_in
7,21185,acted_in,acted_in
7,22577,acted_in,acted_in
7,21994,acted_in,acted_in
7,24412,acted_in,acted_in
7,23291,acted_in,acted_in
7,21063,acted_in,acted_in
7,20381,acted_in,acted_in
7,20204,acted_in,acted_in
7,22175,acted_in,acted_in
7,24919,acted_in,acted_in
7,20867,acted_in,acted_in
7,20136,acted_in,acted_in
7,23624,acted_in,acted_in
7,22948,acted_in,acted_in
7,24613,acted_in,acted_in
7,23230,acted_in,acted_in
7,24569,acted_in,acted_in
7,24755,acted_in,acted_in
7,23395,acted_in,acted_in
7,22547,acted_in,acted_in
7,24733,acted_in,acted_in
7,21287,acted_in,acted_in
8,20473,acted_in,acted_in
8,20748,acted_in,acted_in
8,20532,acted_in,acted_in
8,23591,acted_in,acted_in
8,22815,acted_in,acted_in
8,20114,acted_in,acted_in
8,24370,acted_in,acted_in
8,23307,acted_in,acted_in
8,21732,acted_in,acted_in
8,22274,acted_in,acted_in
8,25022,acted_in,acted_in
8,24798,acted_in,acted_in
8,22876,acted_in,acted_in
8,22576,acted_in,acted_in
8,23744,acted_in,acted_in
8,23633,acted_in,acted_in
8,21081,acted_in,acted_in
8,20507,acted_in,acted_in
8,20314,acted_in,acted_in
8,23363,acted_in,acted_in
8,20658,acted_in,acted_in
8,21400,acted_in,acted_in
8,20582,acted_in,acted_in
8,24150,acted_in,acted_in
8,22655,acted_in,acted_in
8,22753,acted_in,acted_in
8,21473,acted_in,acted_in
8,24456,acted_in,acted_in
9,20256,acted_in,acted_in
9,24464,acted_in,acted_in
9,23999,acted_in,acted_in
9,21811,acted_in,acted_in
9,24286,acted_in,acted_in
9,22200,acted_in,acted_in
9,21133,acted_in,acted_in
9,21721,acted_in,acted_in
9,21724,acted_in,acted_in
9,20424,acted_in,acted_in
9,22330,acted_in,acted_in
9,23096,acted_in,acted_in
9,21461,acted_in,acted_in
9,21707,acted_in,acted_in
9,24137,acted_in,acted_in
9,21301,acted_in,acted_in
9,23898,acted_in,acted_in
9,21795,acted_in,acted_in
9,21178,acted_in,acted_in
10,21202,acted_in,acted_in
10,20529,acted_in,acted_in
10,20525,acted_in,acted_in
10,23844,acted_in,acted_in
10,20854,acted_in,acted_in
10,21115,acted_in,acted_in
10,22117,acted_in,acted_in
10,23135,acted_in,acted_in
10,21529,acted_in,acted_in
10,23674,acted_in,acted_in
10,20792,acted_in,acted_in
10,24291,acted_in,acted_in
10,22597,acted_in,acted_in
10,23613,acted_in,acted_in
10,21041,acted_in,acted_in
10,22250,acted_in,acted_in
10,23332,acted_in,acted_in
10,23570,acted_in,acted_in
10,24775,acted_in,acted_in
10,22994,acted_in,acted_in
10,23489,acted_in,acted_in
10,21407,acted_in,acted_in
10,22281,acted_in,acted_in
11,20358,acted_in,acted_in
11,21139,acted_in,acted_in
11,24055,acted_in,acted_in
11,20308,acted_in,acted_in
11,23221,acted_in,acted_in
11,22972,acted_in,acted_in
11,23569,acted_in,acted_in
11,24235,acted_in,acted_in
11,22609,acted_in,acted_in
11,23906,acted_in,acted_in
11,22850,acted_in,acted_in
11,24027,acted_in,acted_in
11,23620,acted_in,acted_in
11,20314,acted_in,acted_in
11,24907,acted_in,acted_in
11,24666,acted_in,acted_in
11,23017,acted_in,acted_in
11,23930,acted_in,acted_in
11,21112,acted_in,acted_in
11,20176,acted_in,acted_in
11,22601,acted_in,acted_in
11,20646,acted_in,acted_in
11,23317,acted_in,acted_in
11,21950,acted_in,acted_in
11,23648,acted_in,acted_in
11,21512,acted_in,acted_in
12,20483,acted_in,acted_in
12,23147,acted_in,acted_in
12,21948,acted_in,acted_in
12,22109,acted_in,acted_in
12,23575,acted_in,acted_in
12,21318,acted_in,acted_in
12,24582,acted_in,acted_in
12,22007,acted_in,acted_in
12,21639,acted_in,acted_in
12,24261,acted_in,acted_in
12,23106,acted_in,acted_in
12,20911,acted_in,acted_in
12,21619,acted_in,acted_in
13,22710,acted_in,acted_in
13,21096,acted_in,acted_in
13,21756,acted_in,acted_in
13,20689,acted_in,acted_in
13,23250,acted_in,acted_in
13,20307,acted_in,acted_in
13,23254,acted_in,acted_in
13,20840,acted_in,acted_in
13,22472,acted_in,acted_in
13,22209,acted_in,acted_in
13,22570,acted_in,acted_in
13,23529,acted_in,acted_in
13,23409,acted_in,acted_in
13,24121,acted_in,acted_in
13,23990,acted_in,acted_in
13,22340,acted_in,acted_in
13,21367,acted_in,acted_in
13,24098,acted_in,acted_in
13,23915,acted_in,acted_in
13,21242,acted_in,acted_in
13,23149,acted_in,acted_in
13,22108,acted_in,acted_in
13,21286,acted_in,acted_in
13,21689,acted_in,acted_in
13,21791,acted_in,acted_in
13,24988,acted_in,acted_in
13,20246,acted_in,acted_in
13,21584,acted_in,acted_in
13,20912,acted_in,acted_in
13,22656,acted_in,acted_in
14,23846,acted_in,acted_in
14,21276,acted_in,acted_in
14,24581,acted_in,acted_in
14,20153,acted_in,acted_in
14,23783,acted_in,acted_in
14,23324,acted_in,acted_in
14,22681,acted_in,acted_in
14,21695,acted_in,acted_in
14,22445,acted_in,acted_in
14,22349,acted_in,acted_in
14,22504,acted_in,acted_in
14,21222,acted_in,acted_in
14,20988,acted_in,acted_in
14,22975,acted_in,acted_in
14,20486,acted_in,acted_in
14,20318,acted_in,acted_in
14,21302,acted_in,acted_in
15,25066,acted_in,acted_in
15,20328,acted_in,acted_in
15,20327,acted_in,acted_in
15,23235,acted_in,acted_in
15,25022,acted_in,acted_in
15,24840,acted_in,acted_in
15,24562,acted_in,acted_in
15,23210,acted_in,acted_in
15,24182,acted_in,acted_in
15,20060,acted_in,acted_in
15,20916,acted_in,acted_in
15,20791,acted_in,acted_in
15,24189,acted_in,acted_in
15,20226,acted_in,acted_in
15,24622,acted_in,acted_in
15,24600,acted_in,acted_in
15,23983,acted_in,acted_in
15,24466,acted_in,acted_in
15,24969,acted_in,acted_in
15,20194,acted_in,acted_in
15,24048,acted_in,acted_in
15,21595,acted_in,acted_in
15,21550,acted_in,acted_in
15,24768,acted_in,acted_in
15,21009,acted_in,acted_in
15,20582,acted_in,acted_in
15,22914,acted_in,acted_in
15,24414,acted_in,acted_in
16,22904,acted_in,acted_in
16,21548,acted_in,acted_in
16,21360,acted_in,acted_in
16,21605,acted_in,acted_in
16,25109,acted_in,acted_in
16,23871,acted_in,acted_in
16,23880,acted_in,acted_in
16,24384,acted_in,acted_in
16,20891,acted_in,acted_in
16,21713,acted_in,acted_in
16,22699,acted_in,acted_in
16,23382,acted_in,acted_in
16,23389,acted_in,acted_in
16,21855,acted_in,acted_in
16,20638,acted_in,acted_in
16,24955,acted_in,acted_in
17,23124,acted_in,acted_in
17,22217,acted_in,acted_in
17,20753,acted_in,acted_in
17,20842,acted_in,acted_in
17,20880,acted_in,acted_in
17,20361,acted_in,acted_in
17,22231,acted_in,acted_in
17,21928,acted_in,acted_in
17,22580,acted_in,acted_in
17,24159,acted_in,acted_in
17,22133,acted_in,acted_in
17,24606,acted_in,acted_in
17,24022,acted_in,acted_in
17,23011,acted_in,acted_in
17,24020,acted_in,acted_in
17,24292,acted_in,acted_in
17,22194,acted_in,acted_in
17,25006,acted_in,acted_in
17,22929,acted_in,acted_in
17,23481,acted_in,acted_in
17,23818,acted_in,acted_in
17,23638,acted_in,acted_in
18,23326,acted_in,acted_in
18,23386,acted_in,acted_in
18,21134,acted_in,acted_in
18,22023,acted_in,acted_in
18,22861,acted_in,acted_in
18,23511,acted_in,acted_in
18,20829,acted_in,acted_in
18,24232,acted_in,acted_in
18,20926,acted_in,acted_in
18,21873,acted_in,acted_in
18,20957,acted_in,acted_in
18,20874,acted_in,acted_in
